Talk1,Talk2
2023,1403
341,1046
1915,1829
2323,1087
2209,1526
2324,269
1402,1520
1307,2434
1333,1512
2265,415
417,2538
484,569
2053,1030
496,454
2147,1675
757,1165
1830,677
13,490
392,1367
2501,1216
2290,2170
1099,1006
114,328
67,2175
1146,1766
178,387
2304,1708
1352,296
2269,1296
2400,2259
467,1777
518,2123
491,2421
2387,524
1164,1020
1525,128
2201,755
1476,2453
1600,1947
2309,2012
488,210
2176,1893
1253,1352
1266,2039
2332,300
306,747
1557,1039
743,2039
1504,729
668,546
2446,1215
1125,1717
94,1673
704,1248
327,2478
1524,1522
1047,1993
1904,2032
2175,1637
1709,2185
998,75
827,483
708,1821
143,1155
915,1225
502,1621
1930,2402
2310,2270
2407,1692
1518,631
1927,1359
2453,2299
382,386
1201,337
2509,921
2431,2193
1709,438
442,1801
1959,2448
675,1618
1474,766
1254,919
2235,1239
2003,585
1011,268
327,1491
2414,1915
1178,442
1002,1159
1683,1328
26,795
1514,2483
1671,793
169,2063
2105,426
1668,1101
441,2189
2123,518
2114,44
508,560
2163,2426
1264,1627
384,1907
1848,2309
2006,2332
1482,1655
2042,2142
1712,1725
550,614
1693,1240
40,565
966,2205
1219,1816
1072,1974
1853,782
325,1067
1435,994
637,587
585,362
1812,155
1193,928
813,2328
898,1556
243,1908
2252,825
68,687
813,1368
920,1959
1361,2216
1540,1178
2363,1490
238,2198
2320,2293
1277,2049
2075,69
74,885
499,829
958,2484
1902,1635
1419,157
1349,1273
2513,128
1184,39
1691,1854
1766,470
2421,477
389,2484
1625,970
2167,441
1478,934
2516,714
2112,1309
2521,2320
235,58
1480,1261
2235,2260
839,577
2432,866
149,1820
1340,1523
1418,206
1384,906
2495,1665
15,1408
1971,1880
1217,1611
1920,43
1277,1551
961,36
1518,1199
913,1938
1429,1897
1984,1384
1027,204
847,883
238,2114
832,2075
1905,2512
602,2277
2021,1304
1057,2065
1554,1925
1379,2228
2077,383
196,1995
303,1560
1087,2323
1595,1971
195,177
1630,1189
828,2097
1563,2381
1556,1832
529,375
31,1608
1599,1481
369,1442
1243,948
1706,1322
1536,2002
1487,493
2337,1984
892,676
2040,1006
1636,304
1755,1754
2101,1097
96,165
2072,1977
808,1859
2143,1795
279,578
1909,2342
2442,605
1503,1345
2506,774
347,1339
2112,769
296,1352
149,522
1700,1944
130,549
149,229
2433,1200
1506,104
1208,432
1886,601
665,2029
2004,1340
1925,1700
600,637
1923,1061
2472,267
2148,786
1356,1357
1326,297
1320,656
730,171
137,62
827,847
1303,2068
436,92
2273,851
1319,423
373,1652
1392,2328
1154,1216
367,1524
1142,459
1735,794
266,451
1758,1836
1943,1457
418,275
1164,74
378,52
1749,546
1652,2434
24,17
398,626
2275,2305
2093,1742
2091,274
1513,1970
1020,2237
1932,99
1035,2287
1694,1530
1349,189
2387,717
936,2455
1665,1841
1262,698
407,1332
1089,96
2318,2386
844,1003
42,2195
120,283
957,2538
2545,1839
1593,605
1825,948
943,944
2259,1733
106,1911
1685,1829
537,416
1061,568
126,1483
157,1411
463,2438
1261,67
507,558
2217,1069
1976,2472
83,1661
377,836
596,773
642,1560
615,2104
239,1920
1260,946
2196,1594
681,2256
1257,562
842,798
349,130
116,546
547,414
49,1624
1179,790
2164,1535
33,1345
613,1127
939,926
2168,1357
312,1123
63,1523
1667,1416
31,1187
411,1723
1917,1676
1784,1135
40,2438
814,371
1832,1837
705,1531
60,2259
2247,1690
2355,149
2249,317
1588,1972
764,1822
1093,242
47,1499
26,2310
1130,193
1665,1620
2164,1424
2512,2338
599,377
1510,2394
658,1849
2090,614
1564,15
2255,550
1018,1703
298,2346
1903,1562
938,756
1541,1542
122,191
1186,1227
628,1750
1187,1707
1415,2073
610,1617
1167,1550
1300,1790
1602,795
811,1754
2301,2036
1046,2314
2249,934
472,126
2260,1953
1642,1210
2173,687
1399,1593
1373,1302
1607,2071
2349,2095
405,51
1828,1715
799,1140
1317,1944
2035,1293
375,2233
2503,677
1925,1845
1131,2502
1114,325
1703,2503
1163,1497
2184,1225
1858,445
2448,2223
2107,565
2275,2360
160,156
698,1586
843,485
679,2454
1711,654
2376,1219
2319,563
2544,879
1476,2120
1793,1152
649,2309
1944,1738
227,250
683,1311
419,1700
2404,728
2176,825
2012,1778
2529,983
1491,2364
1339,2227
982,316
917,1186
671,2104
214,524
1941,2072
2043,1870
521,351
2409,1358
1350,1375
1899,674
816,2431
1253,386
241,1381
2525,2076
1428,2477
1785,1045
1608,1266
285,1322
2177,1418
2156,1001
940,756
1486,1961
84,1061
2108,1491
2142,2276
2412,2466
266,650
2462,1965
1951,736
1609,1153
1347,657
82,1596
384,2536
1227,232
1062,2242
2225,2207
657,678
2365,1636
840,2207
1136,2211
326,2205
1600,179
490,784
1819,2311
2496,1874
335,1840
568,1797
860,125
1847,2112
2195,447
1277,819
2461,1409
1060,705
968,964
1512,1270
1211,937
1731,2496
573,451
2289,1692
1561,66
535,1293
471,644
1265,1623
1630,1614
1605,2012
2365,2289
490,2307
2111,1729
726,2176
1693,1203
618,133
1144,1712
182,129
2502,1048
1477,1557
2106,1522
174,282
522,303
149,1346
96,1593
2230,1428
906,318
1976,1506
2348,1578
1700,1597
1225,1324
432,1208
717,1104
2290,1976
1004,1210
2101,2028
443,943
2102,2291
551,1754
1837,1307
2148,1544
1281,2161
577,839
1804,650
1714,1870
2295,2375
764,2016
702,1526
2455,2338
808,1370
561,1059
817,2490
112,1302
2032,1220
487,458
2482,1651
949,756
1577,402
2000,387
2505,1889
2300,818
1481,1651
1883,483
1829,743
1300,609
90,172
1234,37
1245,2084
1509,1147
427,1815
249,1124
2162,415
790,1800
159,282
2330,676
2094,1357
1654,420
867,591
2331,42
1287,485
36,983
2472,1195
1589,2032
2411,1320
137,2488
301,698
1531,1309
1292,1212
291,39
1152,237
981,337
1554,2292
1872,1661
67,1782
515,1787
2523,762
205,1652
886,51
2001,1408
343,1356
288,2278
1768,584
92,1924
1891,2474
1526,1402
316,982
1728,1946
609,869
2375,2295
812,1335
502,1936
1121,2196
1905,185
2055,1951
1077,575
1521,1523
2171,225
1282,1892
875,2183
192,339
302,964
1669,87
1424,2306
1298,298
1053,2193
359,1746
873,1789
826,1500
139,2214
1415,2217
1729,1370
2538,2130
24,766
1952,1115
155,200
299,803
418,1545
357,999
1213,1457
624,1396
1408,1629
382,656
879,1664
917,2510
494,27
2450,2012
196,1186
2411,1992
251,2112
108,1228
1256,2456
1808,183
250,1281
1848,532
1972,228
2276,1139
1705,2204
1925,715
1689,1010
1312,1521
621,491
2369,81
2328,153
2190,2475
2021,497
794,1628
1942,2372
572,2214
2126,1572
1040,814
2407,143
591,1565
505,2457
1862,2424
379,878
377,1419
1208,1527
1600,1230
2342,1631
623,2165
43,1379
1513,1475
1453,1708
324,691
1390,2355
853,335
2402,281
2491,2340
2350,2089
1778,2012
1729,1041
1368,849
1244,343
719,752
2022,2314
1754,2310
97,2478
271,846
2346,289
216,1859
2363,91
1900,2429
2245,670
2357,1305
2139,1302
694,441
1436,138
1326,133
2111,1079
200,155
2478,302
2492,2425
2024,2400
1761,2290
2156,2098
898,1407
545,1465
1989,131
162,878
257,852
1731,202
27,1304
1594,179
1344,278
756,1308
2246,694
2388,1549
1379,482
1487,733
588,128
1422,726
1553,1648
859,2400
1681,801
2121,2332
454,587
1924,2098
19,1932
1001,1712
1850,760
20,1474
2186,1987
1866,387
230,2413
1458,128
1409,2427
2184,311
1159,274
922,1026
2221,13
2036,1802
2541,2490
320,2488
592,404
1228,614
1220,1602
1414,1135
1824,1483
1661,2311
1630,632
1297,970
536,2189
2275,2105
867,2540
1367,1557
402,1301
1955,246
923,662
969,2077
166,2482
1265,1879
778,370
1513,692
1927,1603
1,2343
899,1512
1767,72
664,2451
2452,1210
1103,1429
1797,2451
673,2338
1763,219
280,1822
520,1983
1639,2205
2027,338
1799,842
406,171
1898,2318
904,1647
2412,2472
355,1111
860,471
627,745
803,100
397,613
2093,1352
1563,1833
286,901
1474,598
1382,1111
1750,419
51,785
1528,760
1536,390
313,837
1679,1009
1192,1415
928,1393
1601,1802
1841,2179
1967,2461
118,1344
667,206
339,1524
392,1913
1781,2426
954,771
1686,1696
493,2188
796,1023
283,592
1427,278
620,1522
1099,2449
151,2413
2122,199
1352,2215
456,1736
795,1788
285,729
2220,716
2213,1345
2028,2490
196,2510
1239,1304
123,539
313,29
2052,114
2168,2218
1316,2031
1679,2068
45,1499
581,1081
762,1385
2453,1159
2277,1063
2251,1226
1318,1914
1661,83
1587,1766
1680,502
2070,1553
1425,1774
213,2319
1983,1522
2527,1270
2485,2476
2094,1904
820,2248
1273,1522
2248,2361
510,289
1363,1947
1632,1633
807,2415
1456,2160
549,1117
1484,1139
1216,1154
1637,430
328,1745
1799,1754
1983,1558
2290,104
548,458
2536,699
1238,1401
669,1578
1579,2039
1006,2205
293,77
2200,729
2090,604
1345,179
611,1099
1143,1707
2215,661
369,913
818,1299
374,366
998,2287
2516,113
441,1412
1484,898
972,863
1316,2179
1522,1807
1878,2528
2049,1704
612,365
1647,1400
1953,2464
1192,1128
2369,2536
925,556
1691,1340
2380,1837
2515,706
896,1468
28,2520
1988,216
2451,627
796,242
819,1513
649,1617
408,364
864,393
907,2364
46,1523
206,1281
1561,389
1128,1192
1223,2012
264,2498
1090,2073
1267,1097
436,1667
1056,1578
1653,381
181,2472
1881,1162
1528,1730
1894,1124
2485,797
1634,313
454,1628
182,1420
2252,1016
1321,428
2449,1099
1229,250
2096,2032
1548,178
306,2159
2001,1029
516,341
101,2071
1533,2279
662,195
1741,1840
1769,177
1543,398
1442,913
639,1831
2354,790
2523,1336
659,1478
209,2250
1356,614
37,76
67,2090
2527,2441
1371,620
651,514
2149,1513
1801,691
1534,2428
1167,1226
2038,1819
33,42
2499,2228
2098,1839
1545,2519
1659,582
2389,2183
712,1404
918,208
1397,661
359,2431
598,2374
1521,1178
2291,2305
1718,784
1907,1480
755,1344
424,1171
872,2492
1981,2449
1636,2011
553,1361
661,1845
318,1374
745,1598
2334,2456
2543,1675
1623,587
1813,384
51,2480
1013,719
2066,490
129,1882
2070,2032
852,1708
1643,863
389,2264
1627,1623
952,938
876,477
997,1012
2055,1921
1207,1485
501,2269
1718,2307
889,1057
1649,348
1016,155
110,361
101,1017
2089,798
1090,472
1028,1679
2073,1784
1495,1943
2216,1868
1064,840
461,474
1902,2290
1550,1305
1896,1206
1776,134
834,2198
608,2279
648,984
1166,587
99,420
952,2544
1132,793
814,1521
1913,126
817,2541
570,308
1348,1466
2168,614
1336,108
459,490
300,317
518,2481
332,2503
1560,50
1875,1511
1177,769
613,2003
796,1062
1740,485
1676,2104
605,2442
674,1057
2126,2389
1169,2504
468,1652
591,984
2069,823
780,1183
1816,640
45,1297
1353,391
2329,1897
1093,1159
16,587
2205,773
383,1860
2393,2351
812,552
434,551
2521,963
1184,352
2508,2465
1765,2160
1289,855
1675,2007
2500,719
2528,460
913,1109
685,1301
370,1520
472,1477
1191,1042
1961,1947
1736,456
458,1586
28,1581
795,447
278,775
2451,280
1930,497
1441,665
2048,898
509,111
2045,217
126,2064
633,1570
239,1422
1050,179
1105,183
708,2449
258,829
2237,1678
726,1811
258,1356
1214,62
525,2150
759,1352
1288,701
543,1032
1817,1304
757,1263
438,1924
1123,2384
596,491
640,651
1070,2330
2092,2094
351,1036
886,1366
791,1026
379,1502
1529,1600
717,1293
1140,891
2187,474
260,870
1436,431
2083,568
1063,861
1975,2511
1677,2356
1476,1875
2244,1687
217,2191
218,1943
696,1362
497,1584
1092,762
1808,1019
2155,452
352,1184
1098,576
1933,474
126,1897
2155,1
1855,785
1659,1101
219,24
1182,1023
2383,1905
1847,706
1081,1054
954,1034
832,208
585,1174
690,501
873,1395
2388,1133
2340,483
480,2028
1467,1586
2448,1144
2434,469
643,2287
630,2226
1331,1337
1092,1386
1730,1800
2005,1014
757,1578
1511,1103
616,1150
1618,518
1940,484
1433,1844
1595,369
1406,86
1072,177
676,1802
435,542
1080,374
1181,1936
948,2117
1465,1045
1714,1701
2177,2420
2305,1647
1039,2102
48,292
623,1877
399,402
834,757
584,2022
394,455
1639,1006
310,710
1969,1959
750,1345
1619,65
1456,567
36,1490
1817,1776
70,316
295,1230
2014,1790
1183,2160
539,123
1397,2483
1619,1965
805,766
2315,948
30,2361
1699,2531
1951,1752
356,1401
1534,1496
1209,743
361,2332
1856,422
2352,2125
750,125
417,2214
1150,2426
93,355
505,447
592,1142
878,1820
1697,1446
1223,768
2488,1549
1867,1045
434,1424
941,724
418,2126
350,1110
1651,165
2266,508
2010,1618
815,1741
2315,664
341,2456
1538,1796
594,1802
2136,1798
39,2538
1219,977
421,1235
739,632
389,1424
681,452
1829,2203
778,371
446,1961
827,1014
2288,2352
714,1048
1624,2185
184,1459
969,1274
1413,221
447,405
533,1509
1772,1778
130,1117
1964,2484
553,1157
225,2393
619,270
1938,1447
1001,1631
839,1326
2381,437
2452,1624
83,2423
2220,207
575,565
2360,2275
2355,2201
720,1746
682,337
657,2423
648,2377
723,508
1017,1553
370,442
601,771
39,2517
1258,1563
145,694
2523,2119
293,1310
1391,1398
491,1142
1536,1840
1080,187
568,86
1004,858
319,2056
1204,2144
994,992
1820,229
980,536
639,230
1498,1794
1363,213
395,41
1413,178
521,979
492,191
711,2010
1257,1594
2103,2546
353,1440
1003,1753
2018,1093
870,1055
1868,2200
1582,25
614,2316
2195,2203
946,56
2488,648
408,2286
2466,1505
2331,2273
390,591
2236,474
302,154
1025,1202
197,1620
1846,46
975,2469
1960,1505
1936,2503
2140,1351
146,2516
1863,178
1732,2036
1174,870
2519,1572
2380,208
1577,1326
2037,2243
660,1241
619,2493
2413,1538
1671,2120
720,1415
584,1146
2083,2205
1908,1672
1851,401
705,1060
1135,30
1420,2444
1322,1425
68,2234
702,2209
457,1173
1251,2149
1436,1839
559,2007
510,716
2028,2541
1648,566
1678,1640
779,1202
1584,2137
622,2185
88,694
1338,555
612,1498
2014,620
1292,2457
687,2437
1491,926
419,2371
1642,300
809,2148
13,1994
1706,1941
1656,2165
746,744
2351,1886
838,4
1764,2344
1735,1244
1037,614
2046,181
757,843
1740,216
2491,2008
945,443
7,158
1774,729
2022,1552
1097,1972
1550,586
2024,1779
1800,1048
2081,1444
1194,1852
2049,1277
1302,41
2435,1900
1774,786
1689,197
491,1106
2054,812
2240,2097
2191,217
464,950
1393,1964
2321,2174
303,1621
2166,2279
1089,789
592,283
1854,860
2404,1877
2295,137
1552,1150
1553,1782
806,603
2129,1457
369,807
241,2547
1957,1668
2080,768
2446,361
1341,632
2199,636
658,2474
2192,753
1640,1916
1696,1060
736,2055
504,121
809,2502
2370,460
879,2474
2245,1225
1489,757
1682,1136
1963,1115
1842,1552
736,1133
1083,1648
406,1157
2545,1916
1064,1727
1576,1504
606,1575
413,1150
1261,856
2355,1621
946,1233
2003,916
1838,1496
1278,1560
1357,2168
293,1854
1407,86
1331,925
2235,1401
2128,2446
1757,1058
198,549
1929,1457
1635,783
1311,95
1654,2053
1857,369
2071,2394
2145,798
1816,1918
2082,1341
138,1614
2171,1680
1819,1008
121,2419
1017,1092
2119,141
2008,504
148,228
939,2217
1621,2355
1286,2481
948,2315
1365,30
1319,1792
1362,1440
2257,521
2107,1954
1263,1623
193,871
2082,2461
1096,1195
35,92
749,1148
252,442
2439,62
1159,1646
2108,2018
835,1953
2182,1282
866,1526
2211,575
2070,1831
2389,109
68,75
778,425
2521,169
701,1045
132,792
546,2193
1483,292
756,2459
1839,59
1865,993
2428,1146
2001,1111
474,307
2368,50
1904,2094
1025,877
1003,2137
1966,1443
2364,1491
338,1836
1770,659
1271,1545
2117,2231
1978,1052
160,163
57,392
1879,1265
595,436
805,433
539,2354
82,1012
927,2381
986,1176
1555,780
2107,744
1210,2332
2374,181
1347,2415
1732,1078
727,2211
1218,1153
1129,2435
2368,1482
2163,222
1918,934
269,308
2339,357
2170,2042
1140,917
1699,659
465,1321
1418,1916
2017,55
1080,646
326,773
1835,1915
754,1727
309,2183
1762,890
965,1427
366,1838
678,145
1574,832
1766,922
450,155
1260,1251
1107,1385
95,552
2127,207
2549,426
613,2135
2335,2459
475,1047
1527,2044
2079,86
2327,1876
1595,2094
2060,2477
180,896
1660,1216
1966,171
1028,1994
1740,1283
758,1352
984,637
84,385
737,728
1878,1681
1619,2532
1217,640
206,486
966,325
259,45
1864,2441
8,490
2165,1171
635,415
56,940
1025,555
158,142
2293,2305
878,1346
744,2107
1820,1346
86,73
1502,1704
2012,1818
1024,1967
1388,1315
1891,1232
676,439
954,2037
552,806
2337,383
2284,566
550,1778
2327,1698
798,2089
2533,2271
1873,1497
619,411
1725,1310
1153,31
1768,2321
802,891
2053,1302
2084,133
2281,686
79,897
304,949
2494,1327
532,2256
1712,387
2358,641
999,357
968,349
1082,792
1255,935
2082,100
55,890
2088,408
1170,1917
1693,515
1451,913
1190,1080
1906,558
1314,104
1323,911
2113,1665
977,578
1927,1800
1976,1195
291,331
2097,2039
2290,603
2522,1942
1130,513
460,1353
2070,647
317,1633
993,1560
871,1786
597,563
1065,1441
140,544
1670,413
541,506
503,1181
31,1609
2398,1522
177,1911
1874,679
571,1617
1078,1185
2397,1998
559,2205
1448,747
682,72
174,2385
1809,1747
18,8
2164,435
2357,894
1714,1075
2014,1450
2413,1748
866,2338
2114,1972
149,2355
358,1163
297,40
1825,176
1137,2053
732,2122
1613,838
790,1621
145,1372
1505,1960
659,1599
1539,1496
2206,1440
367,225
367,2210
2100,1780
1892,776
1050,2122
2400,2135
1395,2103
439,1299
1573,1297
1197,2541
1232,1020
2056,1213
1391,1102
893,58
1173,1715
1492,2440
92,436
1950,512
644,471
1266,743
303,1820
1595,2014
0,1373
2234,268
1348,918
1774,1544
2459,2108
2000,1514
1430,1568
2410,1092
483,772
1448,476
1370,1698
2481,1394
176,1216
50,599
15,2520
1876,1778
2228,1750
435,1050
1610,1605
1224,1956
372,1465
608,332
1282,2182
2391,2477
765,401
938,641
563,1818
52,1008
1183,1640
201,2277
2364,2073
1319,1454
362,1359
1308,2131
1380,1639
1763,1137
1607,440
106,179
2174,843
296,1756
1738,1944
2417,2211
1345,609
1939,1333
699,2536
780,1555
1198,1158
2352,2321
1995,2011
771,934
656,2423
592,1099
1611,57
1332,131
519,564
2475,1649
661,2371
1315,694
135,1088
1000,82
2518,1175
2131,908
236,1646
426,857
2317,716
350,1455
1544,1359
690,1170
932,89
2263,1707
2155,135
793,1889
1493,1385
876,725
388,2051
446,2158
634,164
1270,582
1984,621
1399,1599
845,91
2426,1490
1812,2541
1429,1868
54,1617
1085,1501
1795,1757
1501,840
1487,1179
550,2255
631,1458
1007,1208
2144,1127
739,1560
1498,1618
1728,1784
210,2428
1180,1201
2030,1972
728,2053
1766,442
1143,436
1644,1745
1623,225
2024,1199
2301,533
1408,783
542,2261
2339,2359
2086,2468
2526,106
1543,2218
2355,229
2106,1022
251,1273
62,1002
1239,111
208,890
1535,550
1556,2205
1385,2153
819,1451
270,1812
1664,966
640,514
2549,137
44,791
1786,2043
2468,739
1817,765
921,844
1375,2196
2196,1257
1624,965
966,1276
1509,707
826,1876
703,1905
1924,1033
2255,1778
2530,2338
519,2350
41,1259
2106,1523
858,1946
1207,1275
1833,2381
2258,2438
1931,429
1023,242
2081,2484
1832,2224
1656,1877
2152,172
1707,1823
877,267
1826,1359
1209,2203
962,153
1963,82
671,2421
682,1209
1472,2538
2432,1959
542,2019
2220,2161
2518,143
2131,966
2016,1822
933,557
759,296
278,1344
1766,1972
618,1622
588,454
578,1077
1682,849
1311,142
95,2298
410,798
1995,142
2044,316
2082,1708
2231,664
2368,337
1457,2513
2140,451
1580,502
865,403
710,546
1303,2066
2059,1692
1620,1211
520,2212
1385,1176
447,1881
1658,1266
1131,760
1762,621
1619,1280
1336,2196
455,564
2037,2465
1124,877
514,1505
2513,1213
1021,2534
215,2285
258,2396
1229,227
1054,460
2202,875
991,926
1963,457
2284,576
1494,1748
1220,397
2517,576
755,1004
961,87
215,1721
77,1801
2475,2205
1781,550
243,42
1590,298
537,1437
886,1115
1904,164
2382,2104
871,1156
183,505
1868,1913
547,610
2446,1210
1053,1379
2438,40
1344,285
555,1124
1204,1359
326,325
2427,2082
1601,1104
2351,1887
1730,1605
2490,2318
1795,2032
112,444
1942,1828
2272,668
41,1141
670,2429
889,568
287,2295
2506,37
428,1652
145,1972
1991,843
311,2168
1754,551
1342,1372
50,270
1003,7
2549,986
47,45
786,2363
2077,210
1121,1891
1400,2216
1677,149
1877,1137
197,2471
671,615
1244,243
2347,2064
32,1363
621,1984
2396,282
328,2489
959,353
2450,1698
2493,619
711,38
933,1680
1304,1030
289,668
1341,1560
1224,1443
1032,521
2313,1707
2399,111
1417,856
1265,791
2338,215
1742,2079
691,1887
1124,555
1857,2014
748,1256
2340,827
1437,303
2321,324
666,1445
686,543
2518,1726
288,1741
1782,1553
822,674
1651,96
1540,800
1850,532
884,202
2473,1594
1242,1511
1031,1106
825,1104
531,212
1101,276
1482,621
522,2356
1293,1202
1401,2126
1234,1955
602,771
1664,1849
2465,2500
888,2269
2215,1617
1742,2093
114,1902
96,579
997,171
970,1625
376,980
833,1819
2475,897
783,1362
1578,757
1845,566
1032,2051
778,401
573,811
1899,1160
299,275
2179,404
143,1852
514,1266
1309,1531
2181,1555
417,1611
679,2353
2407,859
1108,2385
2250,281
1017,647
189,1522
180,1753
237,1202
1947,1156
1377,935
314,1544
1726,687
402,2195
2002,1193
1710,2322
1002,2380
2210,601
1032,1009
1707,707
1270,1512
1502,1277
2293,1275
2543,658
1668,939
1790,2168
1567,2057
997,328
402,1310
2328,576
1582,198
275,688
2515,292
1815,2179
1005,2328
347,1702
964,1817
340,1303
2186,128
1434,907
1456,568
2153,1546
261,454
296,1635
995,2489
241,206
249,267
570,1630
2492,1440
1987,2147
431,438
584,1838
2348,2155
2364,1090
1508,1039
644,2458
472,2034
29,24
282,2381
544,2432
181,1685
2424,1148
331,1216
749,250
1419,2182
405,1532
1041,1729
1380,1707
1353,888
730,637
2338,1867
1391,1472
804,1119
571,578
2510,1912
386,382
668,486
702,229
1618,2308
1133,1859
2051,536
112,2115
1066,2415
138,2540
1708,1133
1970,1475
119,232
2224,1043
754,1128
2423,1857
865,866
2441,123
1758,2429
2180,2080
2154,442
2150,1237
7,1102
2025,1178
2330,2529
273,2148
520,327
460,1081
1835,744
26,24
2434,376
506,476
2539,185
216,485
1060,2502
2336,2457
1345,873
2132,1206
1624,1625
194,179
609,1433
243,1244
1659,1667
1287,910
51,608
483,703
127,70
808,1156
1521,46
327,1575
1543,399
2475,1382
98,1797
1255,1574
459,766
973,2500
913,2032
791,1798
1474,349
1839,1040
1465,1785
2321,1538
1167,1628
445,198
2131,211
2371,1845
2029,1352
92,1143
2209,1402
103,844
234,691
481,732
1061,2322
1039,39
1686,401
782,626
2463,2227
1566,471
2350,281
530,1583
1150,1160
707,1823
880,624
978,1097
745,2193
1983,1523
2155,866
26,1401
2119,660
2305,1532
1456,1797
1587,1972
1435,2484
1501,1727
200,411
784,462
1986,1079
6,1030
2247,705
1926,1055
308,262
1467,581
369,2031
453,901
1330,1456
1470,2203
150,645
1726,2518
894,675
1992,1088
1427,587
2391,2100
1855,183
1848,1668
230,1831
1379,2481
98,977
2378,1653
1537,316
1479,1555
1929,319
1138,1189
589,2428
1795,1058
1415,899
1880,1718
1108,104
2007,2543
820,1506
1082,1137
726,1972
1294,1097
1486,530
1491,2073
1054,2370
2234,774
917,1227
1342,1972
1142,592
2440,1492
1788,136
1261,327
658,2005
1351,2470
1527,2241
1114,1139
56,879
1812,266
1979,1936
1605,1927
2134,355
474,675
1951,1059
87,584
1308,2474
894,394
936,2489
368,73
355,1426
1060,2003
579,165
97,821
648,62
653,667
175,2172
2199,5
763,738
2547,1338
980,442
1463,792
2033,1504
1982,1522
1515,228
2058,1342
65,1620
1073,1129
2331,1974
2270,174
2256,1744
1610,1926
1329,153
1678,1582
1564,490
252,2025
1592,1912
987,988
448,179
904,1112
1979,2203
2020,2476
1888,2038
307,2227
646,1750
322,1280
1088,391
2039,2204
2248,1973
1285,557
1285,139
2385,621
2346,1275
2283,473
2384,773
2147,900
291,2123
2194,964
1466,1348
1038,1346
942,1259
1334,1857
1708,733
1729,1411
2513,1525
2326,2261
2079,1633
2077,1535
332,1266
227,934
376,1008
2184,947
1500,1420
469,2470
709,596
158,627
411,504
1119,794
96,1651
2246,1588
1513,238
446,439
1401,1687
1819,376
743,744
2068,433
1459,727
743,2483
2209,2343
502,2060
1354,2384
2519,2481
185,1769
2544,938
1034,709
2022,1026
1162,1301
1421,836
1271,1510
1824,318
118,1625
1831,1698
1210,1622
39,181
2,1054
1492,732
537,912
1779,2135
2510,1182
434,1890
263,1381
1320,558
481,1961
1691,1279
2424,265
391,2512
583,916
1002,832
918,462
2131,1664
1227,521
831,2212
985,1188
1943,1446
2215,2010
1938,1109
2227,338
2190,690
1088,2245
854,868
510,2161
2167,1697
1266,2203
1265,691
715,2292
195,923
853,1520
716,207
1307,378
1332,130
2093,2079
2380,2416
205,468
1733,1383
2281,1777
2402,2103
1748,1831
461,638
604,67
1172,1904
968,1375
2548,1859
974,867
2478,1015
2272,206
413,391
376,2441
819,692
1817,1117
1203,176
165,1651
1360,596
425,1359
2067,1969
394,1428
2199,1796
1106,2421
2536,1814
1701,1033
1951,2055
537,1246
1482,348
1226,2137
1119,1538
1715,1045
2015,1208
1972,1431
1650,726
1876,2180
2065,1236
1715,601
156,1502
2224,329
59,1707
674,87
351,157
2207,2214
748,1046
342,2007
1692,1128
1836,1573
1668,1170
1651,2040
1619,574
1335,1750
2210,703
2438,469
638,2328
1420,2195
1632,1670
1281,486
104,1432
534,670
1667,1918
299,510
1793,175
1152,248
361,1642
2196,1375
111,1236
891,796
2190,242
1283,1991
2162,502
1773,2085
1718,2348
1201,1012
464,2493
1515,571
1702,1092
1499,1297
431,1601
1885,1032
2065,111
1542,1935
1392,576
374,223
150,1465
647,1553
1148,751
2487,1842
1885,467
2033,1573
990,723
2197,1040
517,2326
2158,1583
861,527
2120,1671
2481,2228
324,2010
527,179
922,238
1057,674
908,966
1931,1979
36,961
1710,100
1559,442
470,341
874,1384
972,304
2088,2136
2260,1936
1099,1707
2285,106
316,1674
1404,130
1206,926
1757,2343
1599,1333
554,2100
2308,1335
128,2400
2092,1904
1703,181
1530,958
1663,938
335,2278
2460,1064
2173,2017
1106,1676
312,2089
2023,782
1483,596
641,738
2285,194
1669,2078
1371,0
300,1633
1065,2042
136,1097
1404,339
989,1739
851,703
970,637
775,1622
387,2285
660,1719
2391,2439
1917,1813
910,1740
506,2462
905,573
323,961
2341,335
541,2096
2513,1457
305,54
1578,1859
1376,969
2281,1487
1733,2419
1505,640
155,2176
2460,1096
2193,1379
252,761
199,1905
686,2349
330,329
505,182
2053,837
1939,1356
886,2424
1566,2458
1201,2254
2103,281
1120,1120
1647,1228
849,381
643,430
1857,807
633,1702
1018,2002
1348,274
425,778
355,1939
2322,1061
2395,968
965,970
2466,651
2458,1291
788,552
1585,64
1602,290
1105,1403
845,53
317,1097
1951,1185
794,1883
1634,340
1130,2120
95,2481
2482,960
1960,651
262,871
650,1728
1871,1324
678,694
1726,143
1635,1362
1231,45
597,175
1181,1819
1204,2423
2304,2509
2161,2127
1325,1202
1302,2053
552,637
2498,1079
880,663
483,201
677,1915
624,474
806,552
836,1652
766,339
1605,2180
712,339
763,669
648,2488
1525,121
1830,743
614,1371
1757,2094
2150,87
1511,1875
73,1475
1106,477
841,408
2130,2472
1045,1353
1222,1168
1999,977
1272,1273
865,1488
69,1516
333,1260
1048,1690
2338,889
1705,332
1107,2514
79,2252
823,1358
0,2080
977,1797
193,389
1060,2403
1670,300
2490,2101
2287,1177
1316,2072
927,1185
